timestamp,city,club,address,occupancy
2026-05-30T00:09:51Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-05-30T00:09:51Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,1
2026-05-30T00:09:51Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,2
2026-05-30T00:09:51Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,1
2026-05-30T00:09:51Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,1
2026-05-30T00:09:51Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,0
2026-05-30T00:09:51Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,100
2026-05-30T00:09:51Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,0
2026-05-30T00:09:51Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-05-30T00:09:51Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,1
2026-05-30T00:09:51Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,1
2026-05-30T00:09:51Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,100
2026-05-30T00:09:51Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,0
2026-05-30T00:09:51Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,1
2026-05-30T00:09:51Z,Vilniaus klubai,Riešė - jau greitai 🔜,Molėtų g. 13; Didžioji Riešė; Vilniaus r.,100
2026-05-30T00:09:51Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,2
2026-05-30T00:09:51Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,100
2026-05-30T00:09:51Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-05-30T00:09:51Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,0
2026-05-30T01:16:02Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-05-30T01:16:02Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,0
2026-05-30T01:16:02Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,1
2026-05-30T01:16:02Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,0
2026-05-30T01:16:02Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,0
2026-05-30T01:16:02Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,0
2026-05-30T01:16:02Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,100
2026-05-30T01:16:02Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,100
2026-05-30T01:16:02Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-05-30T01:16:02Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,0
2026-05-30T01:16:02Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,0
2026-05-30T01:16:02Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,100
2026-05-30T01:16:02Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,0
2026-05-30T01:16:02Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,0
2026-05-30T01:16:02Z,Vilniaus klubai,Riešė - jau greitai 🔜,Molėtų g. 13; Didžioji Riešė; Vilniaus r.,100
2026-05-30T01:16:02Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,100
2026-05-30T01:16:02Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,100
2026-05-30T01:16:02Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-05-30T01:16:02Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,0
2026-05-30T02:22:01Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-05-30T02:22:01Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,0
2026-05-30T02:22:01Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,1
2026-05-30T02:22:01Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,0
2026-05-30T02:22:01Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,1
2026-05-30T02:22:01Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,1
2026-05-30T02:22:01Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,0
2026-05-30T02:22:01Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,0
2026-05-30T02:22:01Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,0
2026-05-30T02:22:01Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,1
2026-05-30T02:22:01Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,0
2026-05-30T02:22:01Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,0
2026-05-30T02:22:01Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,0
2026-05-30T02:22:01Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,100
2026-05-30T02:22:01Z,Vilniaus klubai,Riešė - jau greitai 🔜,Molėtų g. 13; Didžioji Riešė; Vilniaus r.,100
2026-05-30T02:22:01Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,100
2026-05-30T02:22:01Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,100
2026-05-30T02:22:01Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-05-30T02:22:01Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,0
2026-05-30T03:46:54Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,1
2026-05-30T03:46:54Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,3
2026-05-30T03:46:54Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,2
2026-05-30T03:46:54Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,2
2026-05-30T03:46:54Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,2
2026-05-30T03:46:54Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,4
2026-05-30T03:46:54Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,1
2026-05-30T03:46:54Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,1
2026-05-30T03:46:54Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,2
2026-05-30T03:46:54Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,3
2026-05-30T03:46:54Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,2
2026-05-30T03:46:54Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,1
2026-05-30T03:46:54Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,1
2026-05-30T03:46:54Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,2
2026-05-30T03:46:54Z,Vilniaus klubai,Riešė - jau greitai 🔜,Molėtų g. 13; Didžioji Riešė; Vilniaus r.,100
2026-05-30T03:46:54Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,2
