timestamp,city,club,address,occupancy
2026-03-10T00:39:20Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-03-10T00:39:20Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,0
2026-03-10T00:39:20Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,1
2026-03-10T00:39:20Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,1
2026-03-10T00:39:20Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,1
2026-03-10T00:39:20Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,0
2026-03-10T00:39:20Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,100
2026-03-10T00:39:20Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,1
2026-03-10T00:39:20Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-03-10T00:39:20Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,100
2026-03-10T00:39:20Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,0
2026-03-10T00:39:20Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,0
2026-03-10T00:39:20Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,100
2026-03-10T00:39:20Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,1
2026-03-10T00:39:20Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,100
2026-03-10T00:39:20Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,0
2026-03-10T00:39:20Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-03-10T00:39:20Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,1
2026-03-10T01:12:00Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-03-10T01:12:00Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,0
2026-03-10T01:12:00Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,1
2026-03-10T01:12:00Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,0
2026-03-10T01:12:00Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,1
2026-03-10T01:12:00Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,0
2026-03-10T01:12:00Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,0
2026-03-10T01:12:00Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,1
2026-03-10T01:12:00Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-03-10T01:12:00Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,0
2026-03-10T01:12:00Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,0
2026-03-10T01:12:00Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,0
2026-03-10T01:12:00Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,100
2026-03-10T01:12:00Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,1
2026-03-10T01:12:00Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,100
2026-03-10T01:12:00Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,100
2026-03-10T01:12:00Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,0
2026-03-10T01:12:00Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,1
2026-03-10T01:58:21Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-03-10T01:58:21Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,0
2026-03-10T01:58:21Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,0
2026-03-10T01:58:21Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,0
2026-03-10T01:58:21Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,0
2026-03-10T01:58:21Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,0
2026-03-10T01:58:21Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,1
2026-03-10T01:58:21Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,1
2026-03-10T01:58:21Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-03-10T01:58:21Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,0
2026-03-10T01:58:21Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,0
2026-03-10T01:58:21Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,0
2026-03-10T01:58:21Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,100
2026-03-10T01:58:21Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,0
2026-03-10T01:58:21Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,100
2026-03-10T01:58:21Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,100
2026-03-10T01:58:21Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-03-10T01:58:21Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,0
2026-03-10T03:06:18Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,100
2026-03-10T03:06:18Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,2
2026-03-10T03:06:18Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,2
2026-03-10T03:06:18Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,0
2026-03-10T03:06:18Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,1
2026-03-10T03:06:18Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,1
2026-03-10T03:06:18Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,2
2026-03-10T03:06:18Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,0
2026-03-10T03:06:18Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,1
2026-03-10T03:06:18Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,3
2026-03-10T03:06:18Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,2
2026-03-10T03:06:18Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,0
2026-03-10T03:06:18Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,0
2026-03-10T03:06:18Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,100
2026-03-10T03:06:18Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,0
2026-03-10T03:06:18Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,1
2026-03-10T03:06:18Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,1
2026-03-10T03:06:18Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,1
2026-03-10T03:57:38Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,1
2026-03-10T03:57:38Z,Kauno klubai,Šilainiai,Baltų pr. 16; Kaunas,5
2026-03-10T03:57:38Z,Kauno klubai,Savanoriai,Savanorių pr. 168; Kaunas,3
2026-03-10T03:57:38Z,Kauno klubai,Kauno Žalgirio arena,Karaliaus Mindaugo pr. 50; Kaunas,3
2026-03-10T03:57:38Z,Kauno klubai,Urmas,Pramonės pr. 16; Kaunas,5
2026-03-10T03:57:38Z,Kauno klubai,Raudondvaris - naujas,Raudondvario pl. 169b; Kaunas,5
2026-03-10T03:57:38Z,Vilniaus klubai,Pilaitė (atnaujintas),Vydūno g. 2; Vilnius,2
2026-03-10T03:57:38Z,Vilniaus klubai,Antakalnis,Antakalnio g. 37; Vilnius,2
2026-03-10T03:57:38Z,Vilniaus klubai,Ateities,Ateities g. 31b; Vilnius,3
2026-03-10T03:57:38Z,Vilniaus klubai,Perkūnkiemis,Perkūnkiemio g. 4; Vilnius,3
2026-03-10T03:57:38Z,Vilniaus klubai,Banginis,P. Lukšio g. 34; Vilnius,3
2026-03-10T03:57:38Z,Vilniaus klubai,Europa,Konstitucijos pr. 7A; Vilnius,1
2026-03-10T03:57:38Z,Vilniaus klubai,Vienuolis,Vienuolio g. 4,2
2026-03-10T03:57:38Z,Vilniaus klubai,Skraja,Naugarduko g. 55a; Vilnius,2
2026-03-10T03:57:38Z,Vilniaus klubai,Vilniaus Žalgiris - naujas,Žalgirio g. 92; Vilnius,3
2026-03-10T03:57:38Z,Vilniaus klubai,Vilniaus Akropolis - naujas,Ozo g. 25; Vilnius,1
2026-03-10T03:57:38Z,Vilniaus klubai,Pikas - naujas,Ukmergės g. 221; Vilnius,2
2026-03-10T03:57:38Z,Vilniaus klubai,Asanavičiūtė,L. Asanavičiūtės g. 15; Vilnius,2
2026-03-10T04:40:13Z,Šiaulių klubai,Šiaulių Akropolis - naujas,Aido g. 8; Šiauliai,2
